Symbol,Date,Close,High,Low,Open,Volume
,,CGVAK.BO,CGVAK.BO,CGVAK.BO,CGVAK.BO,CGVAK.BO
CGVAK,2024-12-30,336.53216552734375,340.9182420899044,334.04007311440586,337.92773119437896,2923
CGVAK,2024-12-31,326.71331787109375,342.41350019441865,323.9720161955926,329.95303803304967,6724
CGVAK,2025-01-01,337.18011474609375,338.9245794934867,325.56696979765945,325.56696979765945,3739
CGVAK,2025-01-02,341.0179443359375,348.79326078009666,330.94988453543834,340.8684248699058,4188
CGVAK,2025-01-03,347.447509765625,362.8486529450361,333.94038114447005,344.8557580100003,16794
CGVAK,2025-01-06,334.7876892089844,356.0701637604085,329.7038147789763,356.0701637604085,4191
CGVAK,2025-01-07,332.94354248046875,342.41349353904496,320.18404164364904,332.04639530649774,8526
CGVAK,2025-01-08,339.62237548828125,340.91825141001596,330.0527342767724,338.92457742516206,1550
CGVAK,2025-01-09,336.3327941894531,351.83362762956267,333.94039149874686,340.8684207445292,4517
CGVAK,2025-01-10,332.3952941894531,339.7220214581153,325.96568367334794,330.0028611651026,4189
CGVAK,2025-01-13,326.464111328125,343.90875849833014,320.98150793177484,343.90875849833014,5043
CGVAK,2025-01-14,341.516357421875,343.90876010360296,323.97202038745206,330.9498792881049,5127
CGVAK,2025-01-15,338.6255187988281,345.902416251845,334.9372099729681,345.85258657354245,2405
CGVAK,2025-01-16,349.4411926269531,353.4285405635713,334.04007947439584,344.80590673484465,5256
CGVAK,2025-01-17,350.8367919921875,352.8304659789684,341.9649184141719,352.8304659789684,3137
CGVAK,2025-01-20,365.0417175292969,377.8012188196948,349.7402636643946,358.612106782019,19249
CGVAK,2025-01-21,361.25372314453125,375.7577197643754,354.87397242116987,370.77353475846013,6589
CGVAK,2025-01-22,358.8612976074219,367.78300036913714,351.93326872130336,351.93326872130336,5851
CGVAK,2025-01-23,352.58123779296875,368.82966774408584,348.89292894710826,368.82966774408584,1507
CGVAK,2025-01-24,352.08282470703125,364.59311632502016,348.89293428231593,364.59311632502016,1764
CGVAK,2025-01-27,338.17694091796875,350.78692246120846,328.95619897694826,350.78692246120846,4655
CGVAK,2025-01-28,325.56695556640625,346.8992603178332,323.9720103542983,344.9055864079606,8629
CGVAK,2025-01-29,326.6136169433594,333.69116529369387,324.7196328436767,328.00918257359666,3708
CGVAK,2025-01-30,340.7687072753906,347.8462554934526,325.31773501134705,325.31773501134705,2141
CGVAK,2025-01-31,337.8280334472656,347.8960926423279,330.94986463396236,343.4103264048194,1181
CGVAK,2025-02-01,341.4166564941406,346.89925973711223,333.94037934463387,337.82803737816744,1062
CGVAK,2025-02-03,329.9031982421875,340.81854450839086,323.9720062667307,336.4324680462204,2024
CGVAK,2025-02-04,338.4759826660156,341.66587315418303,325.5171019920422,341.66587315418303,3467
CGVAK,2025-02-05,345.0052795410156,346.7995739089211,330.9498722555893,330.9498722555893,4968
CGVAK,2025-02-06,347.04876708984375,356.8676168212298,344.9055737992891,353.8272763882392,7124
CGVAK,2025-02-07,344.2077941894531,353.7774352028134,339.9712370593606,353.7774352028134,1442
CGVAK,2025-02-10,348.49420166015625,351.6342319491278,335.0369029179501,348.8929303534932,3128
CGVAK,2025-02-11,329.7038269042969,350.886612457483,325.16823087191705,349.0424579839368,5345
CGVAK,2025-02-12,333.59149169921875,333.94039072896663,314.00365098395366,326.9625318182121,7027
CGVAK,2025-02-13,329.85333251953125,348.6935443247464,324.22120997542083,348.6935443247464,3113
CGVAK,2025-02-14,309.51788330078125,336.4823115294178,304.0352798928769,336.4823115294178,10107
CGVAK,2025-02-17,303.2378234863281,314.00365077298153,299.0510959742681,314.00365077298153,3755
CGVAK,2025-02-18,293.2195739746094,302.0415868020472,289.0827068402432,299.0510760416309,3010
CGVAK,2025-02-19,304.7330627441406,308.96961971158197,298.05424312116645,305.5305201225335,867
CGVAK,2025-02-20,306.6270446777344,313.8541123949094,299.30028718369886,304.88258005634725,1552
CGVAK,2025-02-21,305.6302185058594,321.72912935123077,304.03527328311503,321.72912935123077,665
CGVAK,2025-02-24,309.4181823730469,315.99731230976283,304.03526894156994,315.99731230976283,1382
CGVAK,2025-02-25,313.30584716796875,317.9411634103583,304.03527552528976,304.03527552528976,2824
CGVAK,2025-02-27,301.19427490234375,315.74810028956097,299.051081568645,314.0036356470772,3032
CGVAK,2025-02-28,290.67767333984375,298.054261006291,284.09854309964186,298.054261006291,4217
CGVAK,2025-03-03,284.7464599609375,295.1634179377651,274.3793620827123,293.0700543226791,7838
CGVAK,2025-03-04,294.4158020019531,295.01391026171973,280.1111855523475,280.16101523189064,1473
CGVAK,2025-03-05,296.359619140625,312.85728925388304,295.06374324748515,302.0416020405,4349
CGVAK,2025-03-06,303.0882568359375,307.8232322602779,296.3097778705645,307.8232322602779,3348
CGVAK,2025-03-07,300.6460266113281,304.63337436367715,295.26311322986675,304.63337436367715,4648
CGVAK,2025-03-10,297.90472412109375,306.7765667587453,294.0668958369776,306.7765667587453,4133
CGVAK,2025-03-11,284.3477478027344,293.0202416745157,280.1111906487936,289.08272344537414,5274
CGVAK,2025-03-12,283.7496337890625,288.93319813503734,275.1270001933012,288.0858806371886,4006
CGVAK,2025-03-13,288.53448486328125,294.5155069263981,283.74964896015695,283.74964896015695,1456
CGVAK,2025-03-17,282.5534362792969,291.02655007341383,281.15784025872114,284.09852133215765,2475
CGVAK,2025-03-18,288.4347839355469,307.025787379339,284.0985370230897,298.05425463124146,7331
CGVAK,2025-03-19,289.8303527832031,294.0669099606016,288.08588806309785,288.08588806309785,1513
CGVAK,2025-03-20,289.4316101074219,297.00757689621724,279.1641714262094,297.00757689621724,4109
CGVAK,2025-03-21,296.0107421875,299.2006021502638,286.0922024430916,286.0922024430916,5881
