Date,Sector,Sector_Return
2015-02-09,Diversified,0.0796646871945857
2015-02-09,Fast Moving Consumer Goods,0.040667387847772664
2015-02-09,Financial Services,0.027848811793942573
2015-02-09,Healthcare,0.05285120545510133
2015-02-09,Information Technology,0.015346474192260396
2015-02-09,Media Entertainment & Publication,0.038616228085257366
2015-02-09,Metals & Mining,0.040353099248545195
2015-02-09,Oil Gas & Consumable Fuels,0.008164046148984978
2015-02-09,Power,0.04392404713070835
2015-02-09,Realty,0.013515653901633026
2015-02-09,Services,0.07610552189879508
2015-02-09,Telecommunication,0.001318860225498211
2015-02-09,Textiles,0.018486612028935284
2015-02-16,Automobile and Auto Components,0.0062229374785769155
2015-02-16,Capital Goods,0.041350323835945446
2015-02-16,Chemicals,0.0030862999040288702
2015-02-16,Construction,0.0062047396538758735
2015-02-16,Construction Materials,-0.01813454360078951
2015-02-16,Consumer Durables,-0.003069007504486055
2015-02-16,Consumer Services,-0.014015184400620924
2015-02-16,Diversified,0.07199192313056982
2015-02-16,Fast Moving Consumer Goods,0.045120269271851955
2015-02-16,Financial Services,-0.010057848432509573
2015-02-16,Healthcare,-0.0034984689271487673
2015-02-16,Information Technology,0.017545719195415865
2015-02-16,Media Entertainment & Publication,-0.017482695178032474
2015-02-16,Metals & Mining,0.033907610454520745
2015-02-16,Oil Gas & Consumable Fuels,-0.01753633886413861
2015-02-16,Power,0.028277614654304523
2015-02-16,Realty,-0.005955381464678918
2015-02-16,Services,0.022859893203333023
2015-02-16,Telecommunication,-0.016601247092618076
2015-02-16,Textiles,0.002494954309847133
2015-02-23,Automobile and Auto Components,-0.009391332729500908
2015-02-23,Capital Goods,-0.0019063920844554845
2015-02-23,Chemicals,-0.018946129823313892
2015-02-23,Construction,0.03690459425195585
2015-02-23,Construction Materials,0.013921571948043027
2015-02-23,Consumer Durables,-0.008515677512431583
2015-02-23,Consumer Services,0.002587478252637291
2015-02-23,Diversified,-0.02546235245491452
2015-02-23,Fast Moving Consumer Goods,-0.022076596394502847
2015-02-23,Financial Services,-0.013855003923855686
2015-02-23,Healthcare,-0.0165215875164025
2015-02-23,Information Technology,-0.0015111548116440493
2015-02-23,Media Entertainment & Publication,-0.022152249746413714
2015-02-23,Metals & Mining,-0.026084875421267733
2015-02-23,Oil Gas & Consumable Fuels,-0.00737417463211479
2015-02-23,Power,0.040061972527036735
2015-02-23,Realty,0.02755716960465583
2015-02-23,Services,0.02460359965583328
2015-02-23,Telecommunication,0.005440620640577589
2015-02-23,Textiles,0.01115733212920088
2015-03-02,Automobile and Auto Components,0.0019670820019209337
2015-03-02,Capital Goods,0.016989082606701757
2015-03-02,Chemicals,0.028029362157046406
2015-03-02,Construction,0.03951934861110906
2015-03-02,Construction Materials,0.01228915648781167
2015-03-02,Consumer Durables,-0.0037839950903270987
2015-03-02,Consumer Services,0.00726304994362236
2015-03-02,Diversified,0.01636688438629906
2015-03-02,Fast Moving Consumer Goods,0.03609935102192707
2015-03-02,Financial Services,-0.010837626988183042
2015-03-02,Healthcare,0.07317735010787811
2015-03-02,Information Technology,0.0034080593201984183
2015-03-02,Media Entertainment & Publication,0.005211495344401138
2015-03-02,Metals & Mining,-0.03507940932643207
2015-03-02,Oil Gas & Consumable Fuels,-0.00600439687936212
2015-03-02,Power,-0.0006769923660622649
2015-03-02,Realty,-0.013195722379654436
2015-03-02,Services,-0.013636026534019546
2015-03-02,Telecommunication,-0.01950858347941295
2015-03-02,Textiles,0.05379553454701712
2015-03-09,Automobile and Auto Components,0.0007726348601194312
2015-03-09,Capital Goods,-0.015304943519203846
2015-03-09,Chemicals,-0.010689360988295586
2015-03-09,Construction,-0.05926077574856975
2015-03-09,Construction Materials,-0.055246554936096356
2015-03-09,Consumer Durables,-0.005488621614631253
2015-03-09,Consumer Services,-0.008780995179416164
2015-03-09,Diversified,0.011809841267783332
2015-03-09,Fast Moving Consumer Goods,-0.016146332990767023
2015-03-09,Financial Services,-0.03534356033147044
2015-03-09,Healthcare,0.006234755556746397
2015-03-09,Information Technology,-0.023905044207015128
2015-03-09,Media Entertainment & Publication,-0.0029969908047197766
2015-03-09,Metals & Mining,-0.04134394977518533
2015-03-09,Oil Gas & Consumable Fuels,-0.025203228464003732
2015-03-09,Power,-0.026336632465762625
2015-03-09,Realty,-0.02851512505024987
2015-03-09,Services,-0.012004522369003826
2015-03-09,Telecommunication,0.20985186380652462
2015-03-09,Textiles,0.021073819749637443
2015-03-16,Automobile and Auto Components,-0.010812923133652884
2015-03-16,Capital Goods,-0.0226759793006017
2015-03-16,Chemicals,0.00820532448532501
2015-03-16,Construction,-0.01691767227968222
2015-03-16,Construction Materials,-0.01816843782103844
2015-03-16,Consumer Durables,-0.0029267324475850055
2015-03-16,Consumer Services,0.002224090667550768
2015-03-16,Diversified,-0.025608305174009083
2015-03-16,Fast Moving Consumer Goods,-0.025459533559250316
2015-03-16,Financial Services,-0.00539290582107081
2015-03-16,Healthcare,0.006429356711741577
2015-03-16,Information Technology,0.003181476019521979
2015-03-16,Media Entertainment & Publication,0.024186542383305244
2015-03-16,Metals & Mining,-0.02438992580672107
2015-03-16,Oil Gas & Consumable Fuels,-0.0004263662214306107
2015-03-16,Power,-0.035451031336344016
2015-03-16,Realty,-0.020438693783115452
2015-03-16,Services,-0.015340957961135559
2015-03-16,Telecommunication,-0.03757972848604392
2015-03-16,Textiles,0.04084479057898005
2015-03-23,Automobile and Auto Components,-0.024159324431590273
2015-03-23,Capital Goods,-0.03357927566235971
2015-03-23,Chemicals,-0.026285414202225025
2015-03-23,Construction,-0.00895996933114036
2015-03-23,Construction Materials,-0.021241486518126566
2015-03-23,Consumer Durables,-0.03056947669002903
2015-03-23,Consumer Services,-0.021985951450268656
2015-03-23,Diversified,0.01196469181703471
2015-03-23,Fast Moving Consumer Goods,-0.037930605517406575
2015-03-23,Financial Services,-0.03908373801380775
2015-03-23,Healthcare,-0.005928545423386808
2015-03-23,Information Technology,-0.035353159390326676
2015-03-23,Media Entertainment & Publication,-0.041319768788279296
2015-03-23,Metals & Mining,-0.01850493470112549
2015-03-23,Oil Gas & Consumable Fuels,-0.03190774963947528
2015-03-23,Power,-0.018467869409798943
2015-03-23,Realty,-0.020175132567131715
2015-03-23,Services,-0.015254086127182938
2015-03-23,Telecommunication,-0.016303892479230028
2015-03-23,Textiles,-0.016355495076161224
2015-03-30,Automobile and Auto Components,0.02192938762701709
2015-03-30,Capital Goods,0.03002300652952591
2015-03-30,Chemicals,0.013125408820716332
2015-03-30,Construction,0.03231517303407596
2015-03-30,Construction Materials,0.026121715246561168
2015-03-30,Consumer Durables,0.024183701100626464
2015-03-30,Consumer Services,0.013703986164728595
2015-03-30,Diversified,0.025992791038089616
2015-03-30,Fast Moving Consumer Goods,0.03572220710130378
2015-03-30,Financial Services,0.027700843618136975
2015-03-30,Healthcare,0.03754265290726311
2015-03-30,Information Technology,0.0007440664056526328
2015-03-30,Media Entertainment & Publication,0.027494770353293035
2015-03-30,Metals & Mining,0.008336712013874373
2015-03-30,Oil Gas & Consumable Fuels,0.025039104007191684
2015-03-30,Power,0.01594753155449885
2015-03-30,Realty,0.03813745777075623
2015-03-30,Services,0.027296104460836818
2015-03-30,Telecommunication,0.09760345233072713
2015-03-30,Textiles,0.03518075354549782
2015-04-06,Automobile and Auto Components,0.02105022709318307
2015-04-06,Capital Goods,0.02572758387432423
2015-04-06,Chemicals,0.032000832413698416
2015-04-06,Construction,0.019066935647911322
2015-04-06,Construction Materials,0.01148255056338504
2015-04-06,Consumer Durables,0.02964450026401025
2015-04-06,Consumer Services,0.008674666470643001
2015-04-06,Diversified,0.11174228451178936
2015-04-06,Fast Moving Consumer Goods,0.046695113638714814
2015-04-06,Financial Services,0.016533694118954764
2015-04-06,Healthcare,0.01900596012546348
2015-04-06,Information Technology,0.027627392291926126
2015-04-06,Media Entertainment & Publication,-0.010015936459146026
2015-04-06,Metals & Mining,0.048562371270412984
2015-04-06,Oil Gas & Consumable Fuels,0.046826937663246
2015-04-06,Power,0.03850861637758295
2015-04-06,Realty,0.02040207681831
2015-04-06,Services,0.034654237874735275
2015-04-06,Telecommunication,0.029144588161806626
2015-04-06,Textiles,0.01588380501767999
2015-04-13,Automobile and Auto Components,-0.025648751534285488
2015-04-13,Capital Goods,-0.028445648772657258
2015-04-13,Chemicals,-0.005518530054820371
2015-04-13,Construction,-0.028192790151402084
2015-04-13,Construction Materials,-0.057090007076592494
2015-04-13,Consumer Durables,-0.04107982933451124
2015-04-13,Consumer Services,-0.02662298195794636
2015-04-13,Diversified,-0.04531371754030372
2015-04-13,Fast Moving Consumer Goods,-0.004766355824680337
2015-04-13,Financial Services,-0.017314075809437748
2015-04-13,Healthcare,-0.05088816900953437
2015-04-13,Information Technology,-0.04951620267995054
2015-04-13,Media Entertainment & Publication,-0.043634166245473956
2015-04-13,Metals & Mining,0.008401596431359425
2015-04-13,Oil Gas & Consumable Fuels,0.01476397470420012
2015-04-13,Power,-0.010282171354703174
2015-04-13,Realty,-0.04948783352120151
2015-04-13,Services,-0.019745497175617632
2015-04-13,Telecommunication,0.0070685694782175994
2015-04-13,Textiles,-0.02835186575946381
2015-04-20,Automobile and Auto Components,-0.053632416452260065
2015-04-20,Capital Goods,-0.05780331810093456
2015-04-20,Chemicals,-0.0426643274097421
2015-04-20,Construction,-0.046020550407469774
2015-04-20,Construction Materials,-0.021972707136059613
2015-04-20,Consumer Durables,-0.0353835440105852
2015-04-20,Consumer Services,-0.031068926233644652
2015-04-20,Diversified,-0.04888811170825556
2015-04-20,Fast Moving Consumer Goods,-0.03756314451941886
2015-04-20,Financial Services,-0.026080863602955646
2015-04-20,Healthcare,-0.05647818782696026
2015-04-20,Information Technology,-0.03993000358195534
2015-04-20,Media Entertainment & Publication,-0.046563544726247796
2015-04-20,Metals & Mining,-0.0190457277239726
2015-04-20,Oil Gas & Consumable Fuels,-0.042870362242069054
2015-04-20,Power,-0.04108052313284969
2015-04-20,Realty,-0.06943708416975805
2015-04-20,Services,-0.04137543899581157
2015-04-20,Telecommunication,-0.06196153975026965
2015-04-20,Textiles,-0.011627261300358821
2015-04-27,Automobile and Auto Components,0.016518152707238526
2015-04-27,Capital Goods,0.010648315374081032
2015-04-27,Chemicals,0.022490355176587658
2015-04-27,Construction,-0.02521487691992542
2015-04-27,Construction Materials,-0.013359463011730778
2015-04-27,Consumer Durables,-0.014189474108897104
2015-04-27,Consumer Services,0.008479243693256068
2015-04-27,Diversified,-0.003268277316206803
2015-04-27,Fast Moving Consumer Goods,-0.04377949055842969
2015-04-27,Financial Services,0.0056241862837196855
2015-04-27,Healthcare,-0.02205441321784064
2015-04-27,Information Technology,-0.009424437642584325
2015-04-27,Media Entertainment & Publication,-0.026972295894589247
2015-04-27,Metals & Mining,-0.019021090688382838
2015-04-27,Oil Gas & Consumable Fuels,-0.0257825310266768
2015-04-27,Power,-0.01457354609000878
2015-04-27,Realty,0.006227004574201096
2015-04-27,Services,0.0011275877786318489
2015-04-27,Telecommunication,-0.03654158377948152
2015-04-27,Textiles,0.06303199628187245
2015-05-04,Automobile and Auto Components,-0.016060734813843156
2015-05-04,Capital Goods,-0.025471743389331558
2015-05-04,Chemicals,-0.0008684453766493686
2015-05-04,Construction,-0.021345528239717106
2015-05-04,Construction Materials,-0.004926459326521483
2015-05-04,Consumer Durables,-0.024951308267417954
2015-05-04,Consumer Services,0.1288337800018872
2015-05-04,Diversified,-0.05204325470476906
2015-05-04,Fast Moving Consumer Goods,0.012225677231825537
2015-05-04,Financial Services,-0.038693967459816236
2015-05-04,Healthcare,-0.0054157470397466
2015-05-04,Information Technology,0.012960386352187733
2015-05-04,Media Entertainment & Publication,0.0005992146706091765
2015-05-04,Metals & Mining,0.008859729540369798
2015-05-04,Oil Gas & Consumable Fuels,0.008894908385560132
2015-05-04,Power,-0.042312066066714255
2015-05-04,Realty,-0.002333958409326068
2015-05-04,Services,0.020380890519365855
2015-05-04,Telecommunication,-0.027788325108267238
2015-05-04,Textiles,-0.021650877005843245
2015-05-11,Automobile and Auto Components,0.04398026228501558
2015-05-11,Capital Goods,0.01872154833989278
2015-05-11,Chemicals,0.021592288194384003
2015-05-11,Construction,-0.003753290607009108
2015-05-11,Construction Materials,0.042156258297596005
2015-05-11,Consumer Durables,0.019537669603367218
2015-05-11,Consumer Services,-0.02598754077896366
2015-05-11,Diversified,0.035543841398437484
2015-05-11,Fast Moving Consumer Goods,-0.003777330747449521
2015-05-11,Financial Services,0.03075861113904327
2015-05-11,Healthcare,0.008604925830584068
2015-05-11,Information Technology,-0.007470738612851351
2015-05-11,Media Entertainment & Publication,-0.03225605722679087
2015-05-11,Metals & Mining,-0.01627571939004739
2015-05-11,Oil Gas & Consumable Fuels,-0.0005144508581064536
2015-05-11,Power,-0.01828458968570398
2015-05-11,Realty,-0.029315678364170986
2015-05-11,Services,0.018139123202261305
2015-05-11,Telecommunication,0.017428953186427724
2015-05-11,Textiles,0.05011876656808775
2015-05-18,Automobile and Auto Components,0.005044303390546111
2015-05-18,Capital Goods,-0.00028980539492831094
2015-05-18,Chemicals,-0.010758761039015798
2015-05-18,Construction,0.03140257498574518
2015-05-18,Construction Materials,0.029880815663678173
2015-05-18,Consumer Durables,0.0010387211392243684
2015-05-18,Consumer Services,0.050370481428511776
2015-05-18,Diversified,0.002959600311312736
2015-05-18,Fast Moving Consumer Goods,0.007864449224239184
2015-05-18,Financial Services,0.00540134348121215
2015-05-18,Healthcare,0.033348071187986265
2015-05-18,Information Technology,0.0456452239757211
2015-05-18,Media Entertainment & Publication,0.05072162462634706
2015-05-18,Metals & Mining,-0.002890791021361575
2015-05-18,Oil Gas & Consumable Fuels,0.0195224244965056
2015-05-18,Power,-0.007152409126769567
2015-05-18,Realty,0.00962762322173771
2015-05-18,Services,0.017336017208885515
2015-05-18,Telecommunication,-0.029801466618697287
2015-05-18,Textiles,0.04322952123816729
2015-05-25,Automobile and Auto Components,0.018772603921200427
2015-05-25,Capital Goods,0.019543858716992303
2015-05-25,Chemicals,0.001677438199177656
2015-05-25,Construction,0.0041067097167213195
2015-05-25,Construction Materials,-0.007161125938893063
2015-05-25,Consumer Durables,0.020968167557017064
2015-05-25,Consumer Services,-0.048460115291176595
2015-05-25,Diversified,0.01197429847412652
2015-05-25,Fast Moving Consumer Goods,0.002883276319280862
2015-05-25,Financial Services,0.0170038037258488
2015-05-25,Healthcare,-0.007973512850775258
2015-05-25,Information Technology,-0.008144313700499855
2015-05-25,Media Entertainment & Publication,0.02816901095144261
2015-05-25,Metals & Mining,-0.03793668982719863
2015-05-25,Oil Gas & Consumable Fuels,0.008464351404375651
2015-05-25,Power,0.006661178324518342
2015-05-25,Realty,-0.02300229838942448
2015-05-25,Services,-0.027012041405613894
2015-05-25,Telecommunication,0.04224446569063868
2015-05-25,Textiles,0.058251824401876956
2015-06-01,Automobile and Auto Components,-0.04215591184297429
2015-06-01,Capital Goods,-0.03785625013674795
2015-06-01,Chemicals,-0.0029457259967442338
2015-06-01,Construction,-0.01021825835531087
2015-06-01,Construction Materials,-0.047695420920175285
2015-06-01,Consumer Durables,-0.03335993269048627
2015-06-01,Consumer Services,-0.02562998534675698
2015-06-01,Diversified,-0.05401943773148861
2015-06-01,Fast Moving Consumer Goods,-0.03459151215090396
2015-06-01,Financial Services,-0.06141307368097203
2015-06-01,Healthcare,-0.03822158148445557
2015-06-01,Information Technology,-0.019250131161615495
2015-06-01,Media Entertainment & Publication,0.01354625616321662
2015-06-01,Metals & Mining,-0.0644896959812734
2015-06-01,Oil Gas & Consumable Fuels,0.0004181507108466983
2015-06-01,Power,-0.03713960368560225
2015-06-01,Realty,-0.06142798630615311
2015-06-01,Services,-0.044943103995663675
2015-06-01,Telecommunication,0.02110514785273867
2015-06-01,Textiles,-0.039812745277991786
2015-06-08,Automobile and Auto Components,-0.020073681556291894
2015-06-08,Capital Goods,-0.009229144492517246
2015-06-08,Chemicals,-0.025960703398011237
2015-06-08,Construction,-0.013561282690684176
2015-06-08,Construction Materials,-0.027878089880194436
2015-06-08,Consumer Durables,-0.05397653519514273
2015-06-08,Consumer Services,-0.02463954501448707
2015-06-08,Diversified,-0.030526247355814176
2015-06-08,Fast Moving Consumer Goods,-0.014933228668349815
2015-06-08,Financial Services,-0.022098985664004756
2015-06-08,Healthcare,-0.03071319621924762
2015-06-08,Information Technology,-0.02627027940149794
2015-06-08,Media Entertainment & Publication,-0.03408843842212397
2015-06-08,Metals & Mining,-0.047303853652579275
2015-06-08,Oil Gas & Consumable Fuels,-0.01672390576191021
2015-06-08,Power,-0.023809559690739522
2015-06-08,Realty,-0.01570566953827313
2015-06-08,Services,0.0006041990029676196
2015-06-08,Telecommunication,-0.03821140727802916
2015-06-08,Textiles,-0.07506009365790406
2015-06-15,Automobile and Auto Components,0.050252663407120014
2015-06-15,Capital Goods,0.027071551455759683
2015-06-15,Chemicals,0.024620001593851627
2015-06-15,Construction,0.0362332793756777
2015-06-15,Construction Materials,0.022318527943849812
2015-06-15,Consumer Durables,0.03095010156899136
2015-06-15,Consumer Services,0.013572172763837976
2015-06-15,Diversified,0.007409894880518814
2015-06-15,Fast Moving Consumer Goods,0.022017491100041774
2015-06-15,Financial Services,0.02164450744268943
2015-06-15,Healthcare,0.043272051929040975
2015-06-15,Information Technology,0.021932409955156912
2015-06-15,Media Entertainment & Publication,0.04775621418926473
2015-06-15,Metals & Mining,0.012557298030980124
2015-06-15,Oil Gas & Consumable Fuels,0.06558706584534726
2015-06-15,Power,-0.005000748191612208
2015-06-15,Realty,0.004806829494490019
2015-06-15,Services,-0.015576025069101055
2015-06-15,Telecommunication,0.029527450361254877
2015-06-15,Textiles,0.0882400978410464
2015-06-22,Automobile and Auto Components,0.018865715023543225
2015-06-22,Capital Goods,0.011925267789218735
2015-06-22,Chemicals,0.027803914108355237
2015-06-22,Construction,0.0403765155438204
2015-06-22,Construction Materials,0.018197650226949046
2015-06-22,Consumer Durables,0.009136772329262122
2015-06-22,Consumer Services,0.013764022515084693
2015-06-22,Diversified,0.011333323382815562
2015-06-22,Fast Moving Consumer Goods,0.010520773837853614
2015-06-22,Financial Services,0.018858794812367293
2015-06-22,Healthcare,0.014104412400841952
2015-06-22,Information Technology,0.010722228956821366
2015-06-22,Media Entertainment & Publication,0.0051262361447568135
2015-06-22,Metals & Mining,-0.00764695501180707
2015-06-22,Oil Gas & Consumable Fuels,0.003800676046887652
2015-06-22,Power,0.018985376060890482
2015-06-22,Realty,0.04030580754164018
2015-06-22,Services,0.024871996448481943
2015-06-22,Telecommunication,-0.028097409223669975
2015-06-22,Textiles,0.01957865282505648
2015-06-29,Automobile and Auto Components,0.03278707595519829
2015-06-29,Capital Goods,0.04407899865582572
2015-06-29,Chemicals,0.024146887927106807
2015-06-29,Construction,0.04176014353437483
2015-06-29,Construction Materials,0.052070396295378636
2015-06-29,Consumer Durables,0.018973739510406634
2015-06-29,Consumer Services,0.023267889602776804
2015-06-29,Diversified,0.014403590401990097
2015-06-29,Fast Moving Consumer Goods,0.03785964137853482
2015-06-29,Financial Services,0.044410220151362284
2015-06-29,Healthcare,0.027941459939160886
2015-06-29,Information Technology,0.00924579381537335
2015-06-29,Media Entertainment & Publication,0.058513314767008655
2015-06-29,Metals & Mining,-0.008084614216301054
2015-06-29,Oil Gas & Consumable Fuels,0.0235013760040872
2015-06-29,Power,0.008428589775346546
2015-06-29,Realty,0.01673197481057726
2015-06-29,Services,0.046440382566521866
2015-06-29,Telecommunication,0.059721364914120126
2015-06-29,Textiles,0.041078251407732976
2015-07-06,Automobile and Auto Components,-0.0010789015061499821
2015-07-06,Capital Goods,0.03242932480318826
2015-07-06,Chemicals,-0.0021406314732077217
2015-07-06,Construction,0.045693188297451795
2015-07-06,Construction Materials,0.020257365364915757
2015-07-06,Consumer Durables,0.03308047248858315
2015-07-06,Consumer Services,0.009307187924221562
2015-07-06,Diversified,0.005665394987915567
2015-07-06,Fast Moving Consumer Goods,-0.01891381187554765
2015-07-06,Financial Services,0.008971417389120663
2015-07-06,Healthcare,0.038272972435378604
2015-07-06,Information Technology,-0.029728224847029427
2015-07-06,Media Entertainment & Publication,-0.008470883954716945
2015-07-06,Metals & Mining,-0.03671484595011867
2015-07-06,Oil Gas & Consumable Fuels,-0.004481985624241434
2015-07-06,Power,-0.015567764769186006
2015-07-06,Realty,0.009130596756549907
2015-07-06,Services,-0.0007512924847029436
2015-07-06,Telecommunication,-0.01997923329186243
2015-07-06,Textiles,0.027571779151790092
2015-07-13,Automobile and Auto Components,0.03477841460007498
2015-07-13,Capital Goods,0.029620350081374324
2015-07-13,Chemicals,0.024981992641325036
2015-07-13,Construction,0.004134919276070129
2015-07-13,Construction Materials,0.029713588151956825
2015-07-13,Consumer Durables,0.021269501383699763
2015-07-13,Consumer Services,0.04816222684521942
2015-07-13,Diversified,0.05253440022402
2015-07-13,Fast Moving Consumer Goods,0.014672478043684269
2015-07-13,Financial Services,0.016019141401944156
2015-07-13,Healthcare,0.04095108463397573
2015-07-13,Information Technology,0.041145768603734194
2015-07-13,Media Entertainment & Publication,0.023831512784779574
2015-07-13,Metals & Mining,0.006571614258669107
2015-07-13,Oil Gas & Consumable Fuels,0.020496133446537557
2015-07-13,Power,0.03733530400659673
2015-07-13,Realty,-0.001161886335633883
2015-07-13,Services,0.03561018246910101
2015-07-13,Telecommunication,0.030135736214353875
2015-07-13,Textiles,0.02377972200393122
2015-07-20,Automobile and Auto Components,-0.00483116631090875
2015-07-20,Capital Goods,-0.014518968745409153
2015-07-20,Chemicals,-0.014000071522508773
2015-07-20,Construction,-0.023981290346409178
2015-07-20,Construction Materials,-0.01682689537605834
2015-07-20,Consumer Durables,-0.006397989010148402
2015-07-20,Consumer Services,0.03751966585046416
2015-07-20,Diversified,-0.022918797219744574
