Symbol,Trades,Accuracy,Annual_Return,Avg_Holding_Days,Category
20MICRONS,33,45.45454545454545,0.06233616935861286,26.303030303030305,Moderate
21STCENMGM,41,58.536585365853654,1.4903965320710362,18.70731707317073,Follows SuperTrend
360ONE,34,44.11764705882353,0.20990601708272139,28.058823529411764,Moderate
3IINFOLTD,37,37.83783783783784,-0.15065924631335592,23.972972972972972,Does NOT Follow
3MINDIA,33,33.33333333333333,0.12730644323247775,33.57575757575758,Moderate
3PLAND,23,60.86956521739131,0.2561797963870116,45.52173913043478,Follows SuperTrend
5PAISA,31,41.935483870967744,0.18971339754582162,28.419354838709676,Moderate
63MOONS,42,45.23809523809524,0.6238718187051817,25.238095238095237,Follows SuperTrend
A2ZINFRA,49,53.06122448979592,0.5038718678465457,19.918367346938776,Follows SuperTrend
AAATECH,57,33.33333333333333,0.029899992342115267,15.736842105263158,Moderate
AADHARHFC,13,38.46153846153847,0.38173858524155246,19.846153846153847,Moderate
AAREYDRUGS,28,46.42857142857143,0.35056161913679684,36.17857142857143,Follows SuperTrend
AARTECH,26,34.61538461538461,-0.21745097335087238,19.0,Does NOT Follow
AARTIDRUGS,40,25.0,-0.33170410337486433,20.35,Does NOT Follow
AARTIIND,46,34.78260869565217,-0.045155863354459425,18.434782608695652,Does NOT Follow
AARTIPHARM,21,42.857142857142854,0.26760498774681474,27.142857142857142,Moderate
AARTISURF,33,30.303030303030305,-0.05824532530182114,26.96969696969697,Does NOT Follow
AAVAS,34,41.17647058823529,-0.020633963576817682,24.441176470588236,Does NOT Follow
ABAN,34,47.05882352941176,0.16883359448923208,25.176470588235293,Follows SuperTrend
ABB,42,47.61904761904761,0.33204819532185104,23.976190476190474,Follows SuperTrend
ABBOTINDIA,37,51.35135135135135,0.1365937799146888,28.594594594594593,Moderate
ABCAPITAL,41,46.34146341463415,0.216409014529934,24.902439024390244,Follows SuperTrend
ABCOTS,49,38.775510204081634,1.3474341309559201,13.224489795918368,Moderate
ABDL,13,46.15384615384615,0.42704597885139917,22.23076923076923,Follows SuperTrend
ABFRL,44,36.36363636363637,0.053487031600706114,20.181818181818183,Moderate
ABINFRA,58,34.48275862068966,0.7202017181810327,19.948275862068964,Moderate
ABLBL,7,14.285714285714285,-0.898443599968958,9.142857142857142,Does NOT Follow
ABREL,40,35.0,0.18032001374106033,27.575,Moderate
ABSLAMC,34,47.05882352941176,0.059709273336100654,23.61764705882353,Moderate
ACC,42,45.23809523809524,-0.02653211950932366,22.166666666666668,Does NOT Follow
ACCELYA,33,48.484848484848484,0.2936943261518816,29.181818181818183,Follows SuperTrend
ACCURACY,36,50.0,0.048210612484744564,29.5,Moderate
ACE,45,40.0,0.110736672175904,21.0,Moderate
ACI,19,47.368421052631575,0.18967661536683256,27.473684210526315,Follows SuperTrend
ACL,34,50.0,1.3357369984475453,19.970588235294116,Follows SuperTrend
ACMESOLAR,10,60.0,0.3015588026352196,18.8,Follows SuperTrend
ACUTAAS,6,66.66666666666666,1.3491749887120075,33.666666666666664,Follows SuperTrend
ADANIENSOL,27,33.33333333333333,-0.3807326603966428,15.148148148148149,Does NOT Follow
ADANIENT,44,43.18181818181818,0.4574644324550583,20.522727272727273,Moderate
ADANIGREEN,46,32.608695652173914,0.3982711549198126,20.608695652173914,Moderate
ADANIPORTS,48,35.41666666666667,-0.035933470406121826,20.604166666666668,Does NOT Follow
ADANIPOWER,45,40.0,0.40255132612018674,25.377777777777776,Moderate
ADFFOODS,37,21.62162162162162,-0.3052385138994591,27.513513513513512,Does NOT Follow
ADL,12,33.33333333333333,0.18484443954645835,86.16666666666667,Moderate
